"NUM","NAME","TYPE","VALUE","DISPLAY_VALUE","DEFAULT_VALUE","ISDEFAULT","ISSES_MODIFIABLE","ISSYS_MODIFIABLE","ISPDB_MODIFIABLE","ISINSTANCE_MODIFIABLE","ISMODIFIED","ISADJUSTED","ISDEPRECATED","ISBASIC","DESCRIPTION","UPDATE_COMMENT","HASH","CON_ID"
1605,"log_file_name_convert",2,,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","logfile name convert patterns and strings for standby/clone db",,3861982543,1
1606,"control_file_record_keep_time",3,"7","7","7","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","control file record keep time in days",,98688804,1
1613,"db_block_buffers",3,"0","0","0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Number of database blocks cached in memory",,2234540729,1
1617,"db_block_checksum",2,"TYPICAL","TYPICAL","TYPICAL","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","store checksum in db blocks and check during reads",,236379301,1
1618,"db_ultra_safe",2,"OFF","OFF","OFF","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Sets defaults for other parameters that control protection levels",,93442106,1
1619,"db_block_size",3,"8192","8192","8192","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Size of database block in bytes",,3433134853,1
1634,"db_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of DEFAULT buffer pool for standard block size buffers",,1878231416,1
1636,"db_2k_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of cache for 2K buffers",,1251260559,1
1637,"db_4k_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of cache for 4K buffers",,2460170291,1
1638,"db_8k_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of cache for 8K buffers",,1564706367,1
1639,"db_16k_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of cache for 16K buffers",,1652300362,1
1640,"db_32k_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of cache for 32K buffers",,63005144,1
1641,"db_keep_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of KEEP buffer pool for standard block size buffers",,1851163622,1
1642,"db_recycle_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of RECYCLE buffer pool for standard block size buffers",,409865660,1
1643,"memoptimize_pool_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of cache for imoltp buffers",,822772958,1
1648,"db_big_table_cache_percent_target",2,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Big table cache target size in percentage",,2539063750,1
1668,"encrypt_new_tablespaces",2,"CLOUD_ONLY","CLOUD_ONLY","CLOUD_ONLY","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","whether to encrypt newly created tablespaces",,2650595996,1
1678,"db_writer_processes",3,"1","1","0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","number of background database writer  processes to start",,2675391963,1
1707,"buffer_pool_keep",2,,,"NONE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Number of database blocks/latches in keep buffer pool",,4221146327,1
1708,"buffer_pool_recycle",2,,,"NONE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Number of database blocks/latches in recycle buffer pool",,243965399,1
1771,"db_flash_cache_file",2,,,"NONE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","flash cache file for default block size",,2154593857,1
1772,"db_flash_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","flash cache size for db_flash_cache_file",,2662488753,1
1825,"db_cache_advice",2,"ON","ON","OFF","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Buffer cache sizing advisory",,76537751,1
1845,"compatible",2,"19.0.0","19.0.0",,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Database will be completely compatible with this software version",,2586206788,1
1865,"log_archive_dest_1",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","archival destination #1 text string",,2668113655,1
1866,"log_archive_dest_2",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","archival destination #2 text string",,993174268,1
1867,"log_archive_dest_3",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #3 text string",,4019416444,1
1868,"log_archive_dest_4",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #4 text string",,4076933173,1
1869,"log_archive_dest_5",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #5 text string",,2983371913,1
1870,"log_archive_dest_6",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #6 text string",,3163254911,1
1871,"log_archive_dest_7",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #7 text string",,1195731386,1
1872,"log_archive_dest_8",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #8 text string",,1294131998,1
1873,"log_archive_dest_9",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #9 text string",,2975895765,1
1874,"log_archive_dest_10",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #10 text string",,4052929217,1
1875,"log_archive_dest_11",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #11 text string",,250996408,1
1876,"log_archive_dest_12",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #12 text string",,2055242793,1
1877,"log_archive_dest_13",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #13 text string",,3129541886,1
1878,"log_archive_dest_14",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #14 text string",,646973396,1
1879,"log_archive_dest_15",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #15 text string",,2102065363,1
1880,"log_archive_dest_16",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #16 text string",,3433075299,1
1881,"log_archive_dest_17",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #17 text string",,3605958982,1
1882,"log_archive_dest_18",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #18 text string",,2185923656,1
1883,"log_archive_dest_19",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #19 text string",,3460444459,1
1884,"log_archive_dest_20",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #20 text string",,4223402204,1
1885,"log_archive_dest_21",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #21 text string",,1524973738,1
1886,"log_archive_dest_22",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #22 text string",,2302788208,1
1887,"log_archive_dest_23",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #23 text string",,428356674,1
1888,"log_archive_dest_24",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #24 text string",,875888895,1
1889,"log_archive_dest_25",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #25 text string",,2545053957,1
1890,"log_archive_dest_26",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #26 text string",,1817558786,1
1891,"log_archive_dest_27",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #27 text string",,4097113290,1
1892,"log_archive_dest_28",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #28 text string",,1607184325,1
1893,"log_archive_dest_29",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #29 text string",,3817697632,1
1894,"log_archive_dest_30",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #30 text string",,2615509879,1
1895,"log_archive_dest_31",2,,,"NONE","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #31 text string",,3017163142,1
1896,"log_archive_dest_state_1",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","archival destination #1 state text string",,2730384854,1
1897,"log_archive_dest_state_2",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","archival destination #2 state text string",,148092523,1
1898,"log_archive_dest_state_3",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #3 state text string",,2513869874,1
1899,"log_archive_dest_state_4",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #4 state text string",,3691366817,1
1900,"log_archive_dest_state_5",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #5 state text string",,3081952655,1
1901,"log_archive_dest_state_6",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #6 state text string",,304021296,1
